,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
391,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Short,Bachelor,Medical,Medium,Female,High,Medium,2,Laboratory Technician,Medium,Married,Average,Average,6,No,Very High,Outstanding,Medium,1,Over 15 years,3,Better,<= 3 years,<= 2 years,None,<= 2 years
392,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,College,Medical,Low,Male,Very High,High,5,Research Director,High,Married,Very High,Average,4,No,Low,Excellent,High,1,Over 15 years,4,Good,4 to 5 years,<= 2 years,1 year,<= 2 years
393,Middle-Age,No,Non-Travel,Very High,Sales,Normal,Master,Marketing,High,Female,High,High,2,Sales Executive,High,Married,High,Average,9,No,High,Excellent,Low,1,<= 6 years,3,Better,<= 3 years,<= 2 years,1 year,<= 2 years
394,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,College,Medical,Medium,Female,Low,High,2,Manufacturing Director,High,Married,Average,Low,1,No,Low,Excellent,Medium,1,11 to 15 years,5,Bad,Over 9 years,Over 7 years,2 to 3 years,Over 7 years
395,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Very Long,Bachelor,Medical,Very High,Male,Average,High,1,Laboratory Technician,High,Married,Low,High,7,No,Very High,Outstanding,Low,1,7 to 10 years,1,Better,<= 3 years,<= 2 years,1 year,<= 2 years
396,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,Master,Other,High,Female,High,High,2,Healthcare Representative,High,Divorced,Average,Low,4,Yes,Average,Excellent,Very High,0,7 to 10 years,3,Better,4 to 5 years,<= 2 years,None,<= 2 years
397,Middle-Age,No,Travel_Rarely,Very High,Sales,Normal,College,Life Sciences,Medium,Female,Very High,Medium,2,Sales Executive,Medium,Single,Average,Average,1,Yes,Low,Excellent,Medium,0,<= 6 years,3,Better,4 to 5 years,4 to 7 years,1 year,3 years
398,Middle-Age,No,Non-Travel,Very High,Research & Development,Very Long,Doctor,Medical,Medium,Female,High,High,2,Research Scientist,High,Married,Average,Very High,3,Yes,High,Excellent,Low,2,11 to 15 years,2,Better,Over 9 years,Over 7 years,Over 3 years,4 to 7 years
399,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Short,College,Life Sciences,Very High,Male,Very High,Medium,1,Laboratory Technician,Medium,Married,Low,High,1,No,Low,Excellent,High,1,<= 6 years,3,Better,4 to 5 years,<= 2 years,2 to 3 years,<= 2 years
400,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Short,Below College,Life Sciences,Medium,Male,Average,High,5,Manager,High,Divorced,Very High,Average,1,Yes,Average,Excellent,High,1,Over 15 years,3,Better,Over 9 years,Over 7 years,1 year,4 to 7 years
401,Old,No,Travel_Frequently,Very High,Sales,Normal,Bachelor,Life Sciences,High,Female,Very High,Very High,4,Sales Executive,Very High,Married,Very High,High,9,No,Low,Excellent,Very High,3,Over 15 years,0,Good,6 to 9 years,4 to 7 years,Over 3 years,4 to 7 years
402,Middle-Age,No,Travel_Rarely,Very High,Sales,Long,Bachelor,Technical Degree,Medium,Female,High,High,2,Sales Executive,High,Single,High,High,0,No,Low,Excellent,Medium,0,<= 6 years,6,Better,4 to 5 years,4 to 7 years,Over 3 years,Over 7 years
403,Middle-Age,No,Travel_Rarely,Very High,Sales,Short,Bachelor,Marketing,Medium,Male,Average,Very High,3,Sales Executive,Very High,Married,Very High,High,1,No,High,Excellent,High,1,7 to 10 years,2,Better,Over 9 years,4 to 7 years,None,4 to 7 years
404,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,College,Medical,High,Male,High,High,2,Laboratory Technician,High,Divorced,Average,Average,1,No,Low,Excellent,Very High,1,7 to 10 years,2,Better,Over 9 years,<= 2 years,1 year,Over 7 years
405,Middle-Age,Yes,Travel_Rarely,Very High,Research & Development,Normal,Bachelor,Medical,Low,Male,Very High,High,1,Laboratory Technician,High,Married,Average,Average,5,No,Average,Excellent,High,1,<= 6 years,5,Better,<= 3 years,<= 2 years,None,<= 2 years
406,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,Bachelor,Medical,Very High,Male,Low,Medium,3,Manufacturing Director,Medium,Married,High,High,2,Yes,Average,Excellent,High,0,Over 15 years,4,Better,4 to 5 years,4 to 7 years,None,Over 7 years
407,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,College,Life Sciences,Low,Male,High,High,1,Research Scientist,High,Married,Low,Average,3,No,Very High,Outstanding,Very High,2,7 to 10 years,3,Good,<= 3 years,<= 2 years,None,<= 2 years
408,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,College,Life Sciences,Very High,Female,Low,High,4,Manager,High,Married,Very High,Average,2,No,Average,Excellent,Very High,0,Over 15 years,2,Bad,4 to 5 years,<= 2 years,1 year,Over 7 years
409,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Very Long,College,Life Sciences,Low,Female,Very High,High,2,Research Scientist,High,Divorced,Average,Average,2,No,Low,Excellent,Medium,1,Over 15 years,3,Better,4 to 5 years,4 to 7 years,None,<= 2 years
410,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Short,Bachelor,Life Sciences,High,Female,Low,Low,2,Manufacturing Director,Low,Single,High,Very High,2,No,Very High,Outstanding,High,0,11 to 15 years,2,Better,4 to 5 years,4 to 7 years,None,<= 2 years
411,Old,No,Travel_Rarely,Very High,Research & Development,Normal,Bachelor,Life Sciences,Low,Female,Low,High,5,Manager,High,Married,Very High,Low,5,No,Low,Excellent,Very High,0,Over 15 years,5,Bad,Over 9 years,Over 7 years,Over 3 years,Over 7 years
412,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Bachelor,Medical,High,Female,Very High,High,2,Manufacturing Director,High,Divorced,Average,Very High,2,No,Average,Excellent,High,1,Over 15 years,5,Good,Over 9 years,4 to 7 years,None,Over 7 years
413,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Very Long,Master,Technical Degree,Very High,Female,Very High,Medium,2,Healthcare Representative,Medium,Married,Average,Low,0,No,Low,Excellent,Very High,3,7 to 10 years,4,Best,6 to 9 years,4 to 7 years,None,Over 7 years
414,Young,Yes,Travel_Rarely,Very High,Sales,Short,Below College,Technical Degree,Low,Female,Average,High,1,Sales Representative,High,Single,Average,Very High,1,Yes,High,Excellent,Medium,0,<= 6 years,4,Better,4 to 5 years,3 years,1 year,Over 7 years
415,Middle-Age,Yes,Travel_Frequently,Very High,Sales,Normal,College,Marketing,Very High,Female,Low,Low,1,Sales Representative,Low,Divorced,Low,Average,0,No,High,Excellent,Very High,1,<= 6 years,3,Good,<= 3 years,<= 2 years,1 year,<= 2 years
416,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Short,College,Life Sciences,Very High,Male,Low,High,1,Laboratory Technician,High,Married,Low,Average,1,Yes,Very High,Outstanding,High,1,<= 6 years,3,Better,<= 3 years,<= 2 years,None,<= 2 years
417,Middle-Age,No,Travel_Rarely,Very High,Sales,Short,Master,Life Sciences,High,Female,High,High,5,Manager,High,Married,Very High,Average,0,No,Average,Excellent,Very High,0,Over 15 years,2,Better,Over 9 years,Over 7 years,1 year,Over 7 years
418,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Bachelor,Life Sciences,Low,Female,Very High,High,1,Research Scientist,High,Divorced,Low,Low,1,No,Very High,Outstanding,Medium,2,<= 6 years,3,Bad,<= 3 years,<= 2 years,None,<= 2 years
419,Middle-Age,No,Non-Travel,Very High,Research & Development,Normal,Bachelor,Life Sciences,High,Male,Average,High,1,Laboratory Technician,High,Married,Low,High,4,No,High,Excellent,High,1,7 to 10 years,3,Bad,4 to 5 years,3 years,1 year,Over 7 years
420,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,Master,Medical,Medium,Male,Very High,Medium,3,Research Director,Medium,Married,Very High,Very High,1,No,High,Excellent,High,0,7 to 10 years,2,Better,Over 9 years,<= 2 years,None,4 to 7 years
421,Middle-Age,Yes,Travel_Rarely,Very High,Research & Development,Very Long,Doctor,Technical Degree,High,Female,High,Medium,1,Research Scientist,Medium,Married,Low,High,5,No,High,Excellent,Medium,0,<= 6 years,2,Best,<= 3 years,<= 2 years,1 year,<= 2 years
422,Young,Yes,Travel_Rarely,Very High,Human Resources,Short,College,Technical Degree,Low,Male,Average,Medium,1,Human Resources,Medium,Single,Low,High,1,No,Low,Excellent,High,0,<= 6 years,3,Best,<= 3 years,<= 2 years,None,<= 2 years
423,Middle-Age,No,Non-Travel,Very High,Sales,Very Long,Master,Other,High,Female,High,High,3,Sales Executive,High,Married,Very High,Low,0,No,Low,Excellent,High,0,7 to 10 years,3,Better,6 to 9 years,Over 7 years,Over 3 years,Over 7 years
424,Old,No,Travel_Rarely,Very High,Sales,Very Long,Bachelor,Marketing,Low,Male,Average,Medium,4,Manager,Medium,Divorced,Very High,Very High,3,No,Low,Excellent,High,1,Over 15 years,3,Good,<= 3 years,<= 2 years,None,<= 2 years
425,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Master,Life Sciences,Medium,Male,Very High,Medium,4,Manager,Medium,Married,Very High,Average,0,No,High,Excellent,Medium,1,Over 15 years,2,Better,Over 9 years,Over 7 years,Over 3 years,4 to 7 years
426,Middle-Age,No,Non-Travel,Very High,Research & Development,Short,Bachelor,Medical,High,Female,Average,High,1,Laboratory Technician,High,Single,Low,Low,0,No,Average,Excellent,High,0,11 to 15 years,2,Good,Over 9 years,4 to 7 years,Over 3 years,4 to 7 years
427,Old,No,Travel_Frequently,Very High,Sales,Very Long,Bachelor,Marketing,High,Female,High,Medium,3,Sales Executive,Medium,Married,Very High,Low,4,No,Very High,Excellent,Very High,0,Over 15 years,5,Best,Over 9 years,Over 7 years,Over 3 years,Over 7 years
428,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Short,College,Medical,Low,Female,Average,High,2,Manufacturing Director,High,Divorced,High,Low,5,No,Average,Excellent,High,3,Over 15 years,2,Better,4 to 5 years,<= 2 years,None,Over 7 years
429,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Short,Bachelor,Life Sciences,Low,Male,Average,High,4,Research Director,High,Married,Very High,Low,6,No,Average,Excellent,High,0,Over 15 years,2,Bad,<= 3 years,<= 2 years,None,<= 2 years
430,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Bachelor,Life Sciences,Very High,Male,Low,Low,1,Laboratory Technician,Low,Single,Average,High,0,No,High,Excellent,High,0,<= 6 years,2,Better,4 to 5 years,4 to 7 years,Over 3 years,3 years
431,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,Master,Life Sciences,High,Female,Low,High,2,Laboratory Technician,High,Single,Average,Very High,7,No,Low,Excellent,High,0,Over 15 years,3,Better,<= 3 years,<= 2 years,None,<= 2 years
432,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Short,Master,Life Sciences,Very High,Male,Average,Medium,1,Research Scientist,Medium,Divorced,Low,Average,3,No,Low,Excellent,High,1,11 to 15 years,3,Better,6 to 9 years,3 years,Over 3 years,4 to 7 years
433,Middle-Age,No,Travel_Rarely,Very High,Sales,Long,Bachelor,Marketing,High,Female,Very High,Medium,3,Sales Executive,Medium,Married,Very High,Average,2,Yes,Very High,Excellent,High,1,11 to 15 years,3,Better,<= 3 years,<= 2 years,1 year,<= 2 years
434,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,Below College,Life Sciences,High,Male,Low,High,3,Manufacturing Director,High,Divorced,Very High,High,1,No,Very High,Outstanding,Very High,1,11 to 15 years,6,Best,Over 9 years,Over 7 years,None,Over 7 years
435,Middle-Age,Yes,Travel_Rarely,Very High,Research & Development,Very Long,Below College,Medical,Medium,Male,Average,High,3,Manager,High,Married,Very High,Very High,7,Yes,Low,Excellent,Very High,0,11 to 15 years,2,Best,6 to 9 years,4 to 7 years,Over 3 years,4 to 7 years
436,Middle-Age,Yes,Travel_Rarely,Very High,Research & Development,Long,Below College,Medical,Low,Male,Low,Low,1,Laboratory Technician,Low,Divorced,Average,Low,7,No,Average,Excellent,Low,3,7 to 10 years,2,Better,4 to 5 years,3 years,1 year,3 years
437,Middle-Age,No,Travel_Rarely,Very High,Sales,Normal,Below College,Marketing,Very High,Male,Average,High,1,Sales Representative,High,Single,Average,High,0,No,Average,Excellent,Low,0,<= 6 years,3,Better,<= 3 years,<= 2 years,1 year,<= 2 years
438,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Bachelor,Life Sciences,Very High,Male,High,High,3,Healthcare Representative,High,Married,High,High,4,Yes,Low,Excellent,High,0,7 to 10 years,2,Better,6 to 9 years,4 to 7 years,None,<= 2 years
439,Middle-Age,Yes,Travel_Frequently,Very High,Research & Development,Very Long,Bachelor,Life Sciences,Low,Male,Average,High,3,Healthcare Representative,High,Married,Very High,Very High,3,No,Low,Excellent,Low,0,11 to 15 years,2,Better,<= 3 years,<= 2 years,None,<= 2 years
440,Middle-Age,Yes,Travel_Frequently,Very High,Human Resources,Very Long,Bachelor,Human Resources,Medium,Female,Low,High,3,Human Resources,High,Divorced,Very High,Average,9,Yes,High,Excellent,High,3,11 to 15 years,2,Better,<= 3 years,<= 2 years,None,<= 2 years
441,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Normal,College,Other,Medium,Male,Very High,High,1,Laboratory Technician,High,Married,Low,Average,4,No,High,Excellent,Very High,1,7 to 10 years,4,Better,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
442,Middle-Age,No,Non-Travel,Very High,Sales,Long,Master,Medical,Medium,Male,Low,High,3,Sales Executive,High,Single,Very High,High,1,No,Average,Excellent,Very High,0,7 to 10 years,3,Good,Over 9 years,3 years,Over 3 years,4 to 7 years
443,Young,Yes,Travel_Frequently,Very High,Research & Development,Normal,Below College,Technical Degree,High,Male,Very High,Medium,1,Laboratory Technician,Medium,Single,Average,Average,5,No,High,Excellent,High,0,<= 6 years,3,Better,<= 3 years,<= 2 years,1 year,<= 2 years
444,Middle-Age,No,Travel_Rarely,Very High,Sales,Short,Doctor,Marketing,Medium,Female,Low,High,2,Sales Executive,High,Married,Average,High,2,No,Average,Excellent,Low,1,11 to 15 years,2,Better,6 to 9 years,4 to 7 years,Over 3 years,4 to 7 years
445,Old,No,Travel_Rarely,Very High,Sales,Very Long,Doctor,Life Sciences,Low,Female,High,High,4,Manager,High,Single,Very High,Average,3,No,Very High,Outstanding,Very High,0,Over 15 years,2,Better,Over 9 years,Over 7 years,Over 3 years,4 to 7 years
446,Middle-Age,No,Non-Travel,Very High,Sales,Long,College,Life Sciences,Very High,Male,Average,High,2,Sales Executive,High,Single,High,Average,7,No,Average,Excellent,Very High,0,Over 15 years,3,Better,Over 9 years,3 years,1 year,Over 7 years
447,Middle-Age,No,Travel_Rarely,Very High,Sales,Short,Bachelor,Marketing,Medium,Male,Very High,High,2,Sales Executive,High,Married,Average,High,9,No,Low,Excellent,High,0,11 to 15 years,2,Better,Over 9 years,Over 7 years,Over 3 years,Over 7 years
448,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,Bachelor,Life Sciences,Medium,Female,High,High,4,Manufacturing Director,High,Single,Very High,High,7,No,High,Excellent,High,0,Over 15 years,3,Better,Over 9 years,4 to 7 years,Over 3 years,Over 7 years
449,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Long,Below College,Life Sciences,High,Female,Low,High,1,Laboratory Technician,High,Married,Average,High,1,No,Low,Excellent,Low,1,7 to 10 years,3,Better,6 to 9 years,3 years,None,4 to 7 years
450,Middle-Age,No,Travel_Rarely,Very High,Sales,Short,Below College,Life Sciences,Medium,Male,High,High,2,Sales Executive,High,Single,High,Average,4,Yes,Average,Excellent,High,0,7 to 10 years,2,Best,6 to 9 years,4 to 7 years,None,4 to 7 years
451,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Bachelor,Medical,Very High,Male,Average,High,3,Manufacturing Director,High,Married,High,Low,1,Yes,Very High,Outstanding,Very High,1,7 to 10 years,5,Good,Over 9 years,Over 7 years,Over 3 years,Over 7 years
452,Middle-Age,No,Travel_Rarely,Very High,Sales,Short,Bachelor,Other,Very High,Male,Average,High,2,Sales Executive,High,Married,Average,High,0,No,Very High,Excellent,Medium,1,7 to 10 years,3,Best,6 to 9 years,4 to 7 years,2 to 3 years,4 to 7 years
453,Middle-Age,Yes,Travel_Frequently,Very High,Human Resources,Very Long,Master,Life Sciences,Medium,Female,Average,High,1,Human Resources,High,Divorced,Low,Very High,0,Yes,Low,Excellent,Medium,1,7 to 10 years,2,Good,6 to 9 years,4 to 7 years,1 year,<= 2 years
454,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Bachelor,Technical Degree,Very High,Male,Low,High,2,Manufacturing Director,High,Divorced,Average,Very High,4,No,Low,Excellent,Medium,2,7 to 10 years,2,Best,<= 3 years,<= 2 years,1 year,<= 2 years
455,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Short,Doctor,Medical,Low,Female,Very High,Very High,4,Research Director,Very High,Divorced,Very High,Very High,4,No,Very High,Excellent,High,1,7 to 10 years,2,Better,6 to 9 years,<= 2 years,None,4 to 7 years
456,Middle-Age,No,Travel_Rarely,Very High,Sales,Normal,Bachelor,Life Sciences,High,Male,Low,Medium,3,Manager,Medium,Divorced,Very High,Very High,9,No,Very High,Outstanding,High,1,7 to 10 years,3,Good,4 to 5 years,4 to 7 years,None,<= 2 years
457,Young,Yes,Travel_Frequently,Very High,Sales,Normal,Bachelor,Marketing,Medium,Male,High,High,1,Sales Representative,High,Single,Low,Average,1,Yes,Average,Excellent,Very High,0,<= 6 years,3,Better,<= 3 years,<= 2 years,None,<= 2 years
458,Middle-Age,No,Non-Travel,Very High,Sales,Very Long,Bachelor,Other,High,Male,Average,Low,3,Sales Executive,Low,Divorced,Very High,Average,3,No,High,Excellent,High,1,Over 15 years,2,Better,<= 3 years,<= 2 years,None,<= 2 years
459,Middle-Age,No,Non-Travel,Very High,Research & Development,Short,Master,Other,Low,Female,Average,Medium,2,Healthcare Representative,Medium,Single,High,Low,2,Yes,High,Excellent,Low,0,7 to 10 years,3,Better,6 to 9 years,4 to 7 years,None,4 to 7 years
460,Middle-Age,No,Travel_Rarely,Very High,Sales,Very Long,College,Medical,Low,Male,Low,High,2,Sales Executive,High,Divorced,Average,Low,5,No,Low,Excellent,Low,2,7 to 10 years,5,Better,<= 3 years,<= 2 years,None,<= 2 years
461,Middle-Age,No,Travel_Rarely,Very High,Sales,Short,Bachelor,Medical,Low,Female,High,High,2,Sales Executive,High,Single,Average,Low,1,No,High,Excellent,Very High,0,<= 6 years,3,Better,4 to 5 years,4 to 7 years,None,3 years
462,Middle-Age,No,Travel_Rarely,Very High,Sales,Very Long,Master,Life Sciences,Very High,Male,High,Very High,2,Sales Executive,Very High,Single,High,High,1,No,Low,Excellent,Very High,0,7 to 10 years,3,Better,Over 9 years,4 to 7 years,Over 3 years,4 to 7 years
463,Middle-Age,Yes,Travel_Rarely,Very High,Research & Development,Very Long,Bachelor,Technical Degree,High,Male,Average,Low,1,Laboratory Technician,Low,Single,Low,Very High,1,Yes,High,Excellent,Medium,0,<= 6 years,3,Bad,<= 3 years,<= 2 years,None,<= 2 years
